txn_id,district,region,merchant_category,txn_amount_mwk,txn_hour,txn_count_last_24h,device_changes_last_30d,distance_from_home_km,is_known_anomaly
T00779,Mangochi,Southern,Fuel,27647.02,16,1,1,11.58,0
T00780,Kasungu,Central,Restaurant,97314.98,11,1,2,0.0,0
T00781,Salima,Central,Grocery,194958.67,23,18,5,937.23,1
T00782,Blantyre,Southern,Pharmacy,15313.33,13,2,1,14.02,0
T00783,Rumphi,Northern,Restaurant,10912.73,9,5,1,36.0,0
T00784,Mangochi,Southern,Grocery,30217.43,6,3,0,21.13,0
T00785,Karonga,Northern,Fuel,15306.65,21,4,1,0.0,0
T00786,Thyolo,Southern,Airtime,57245.34,14,3,0,23.75,0
T00787,Rumphi,Northern,Grocery,9004.54,18,1,1,45.65,0
T00788,Salima,Central,Restaurant,83880.18,18,1,1,18.42,0
T00789,Blantyre,Southern,Pharmacy,15797.35,12,2,1,0.0,0
T00790,Mzimba,Northern,Grocery,18357.85,13,8,1,0.0,0
T00791,Dedza,Central,Fuel,5728.8,14,2,4,54.29,0
T00792,Mangochi,Southern,Restaurant,36535.44,15,1,1,28.8,0
T00793,Kasungu,Central,Grocery,17310.62,12,3,0,10.04,0
T00794,Salima,Central,Grocery,20736.6,13,2,1,40.32,0
T00795,Salima,Central,Grocery,16356.67,18,2,2,0.0,0
T00796,Thyolo,Southern,Fuel,28629.57,19,3,2,19.79,0
T00797,Karonga,Northern,Grocery,17538.54,12,2,1,0.0,0
T00798,Thyolo,Southern,Airtime,27236.82,16,2,1,17.71,0
T00799,Rumphi,Northern,Restaurant,41497.78,1,16,9,384.17,1
T00800,Mzuzu,Northern,Grocery,24121.36,18,3,1,25.25,0
T00801,Mzimba,Northern,Airtime,27114.56,6,4,1,0.0,0
T00802,Karonga,Northern,Airtime,15450.73,11,5,0,9.41,0
T00803,Blantyre,Southern,Hardware,36832.73,15,3,1,44.88,0
T00804,Dedza,Central,Fuel,108677.39,13,2,2,92.94,0
T00805,Zomba,Southern,Grocery,41984.87,9,6,2,21.37,0
T00806,Karonga,Northern,Hardware,5875.09,19,2,2,24.56,0
T00807,Rumphi,Northern,Grocery,5618.57,11,2,1,0.0,0
T00808,Mangochi,Southern,Grocery,28810.29,7,1,0,42.18,0
T00809,Salima,Central,Restaurant,12145.95,16,5,0,34.39,0
T00810,Mzimba,Northern,Grocery,12368.92,21,3,0,5.58,0
T00811,Dedza,Central,Pharmacy,26810.48,18,5,0,56.89,0
T00812,Rumphi,Northern,Restaurant,7828.9,9,3,1,38.03,0
T00813,Mzuzu,Northern,Hardware,27314.64,8,2,0,65.37,0
T00814,Salima,Central,Fuel,17905.66,19,2,0,0.0,0
T00815,Blantyre,Southern,Grocery,14510.03,7,3,1,45.89,0
T00816,Karonga,Northern,Restaurant,10953.07,9,3,0,0.0,0
T00817,Lilongwe,Central,Grocery,50313.96,20,2,0,26.31,0
T00818,Zomba,Southern,Grocery,36439.75,19,3,0,37.04,0
T00819,Karonga,Northern,Grocery,16279.22,6,1,0,39.74,0
T00820,Rumphi,Northern,Restaurant,26226.42,21,2,2,0.0,0
T00821,Salima,Central,Airtime,4891.92,11,4,0,1.0,0
T00822,Rumphi,Northern,Airtime,16054.92,13,3,1,0.0,0
T00823,Thyolo,Southern,Hardware,4244.78,16,1,1,0.0,0
T00824,Blantyre,Southern,Hardware,18491.55,10,6,0,0.0,0
T00825,Mangochi,Southern,Restaurant,18554.56,13,4,0,4.38,0
T00826,Thyolo,Southern,Grocery,37038.28,10,2,0,0.0,0
T00827,Zomba,Southern,Restaurant,6192.05,18,4,0,50.17,0
T00828,Blantyre,Southern,Grocery,8578.72,15,3,4,33.31,0
T00829,Zomba,Southern,Restaurant,55832.99,11,4,2,0.0,0
T00830,Blantyre,Southern,Grocery,16315.56,16,4,0,0.0,0
T00831,Mzimba,Northern,Fuel,13002.78,21,1,0,14.25,0
T00832,Dedza,Central,Grocery,7665.54,21,4,1,7.98,0
T00833,Lilongwe,Central,Pharmacy,4044.8,18,1,2,19.68,0
T00834,Thyolo,Southern,Fuel,6685.08,8,6,0,15.82,0
T00835,Thyolo,Southern,Hardware,18008.32,17,3,1,7.84,0
T00836,Salima,Central,Grocery,55789.58,21,2,3,13.55,0
T00837,Salima,Central,Grocery,9250.63,14,4,2,0.0,0
T00838,Thyolo,Southern,Pharmacy,33231.35,12,3,1,14.95,0
T00839,Kasungu,Central,Grocery,59039.2,15,2,0,0.0,0
T00840,Dedza,Central,Grocery,18151.6,21,3,2,0.0,0
T00841,Mzuzu,Northern,Restaurant,13137.04,18,6,1,2.73,0
T00842,Kasungu,Central,Pharmacy,12446.33,18,3,0,57.05,0
T00843,Rumphi,Northern,Restaurant,138054.72,17,1,1,6.92,0
T00844,Thyolo,Southern,Pharmacy,6944.63,7,2,0,40.02,0
T00845,Lilongwe,Central,Grocery,13131.39,9,2,1,48.82,0
T00846,Rumphi,Northern,Restaurant,22977.15,17,2,1,37.62,0
T00847,Karonga,Northern,Grocery,16719.49,21,1,2,11.09,0
T00848,Mangochi,Southern,Restaurant,44449.13,8,2,1,29.33,0
T00849,Thyolo,Southern,Fuel,4708.76,6,6,2,15.06,0
T00850,Mangochi,Southern,Hardware,51505.16,15,7,0,0.0,0
T00851,Mzuzu,Northern,Pharmacy,16212.76,19,4,1,3.96,0
T00852,Thyolo,Southern,Airtime,156573.11,3,24,6,668.47,1
T00853,Thyolo,Southern,Fuel,46893.74,14,2,1,48.51,0
T00854,Karonga,Northern,Grocery,46135.29,14,6,1,56.22,0
T00855,Lilongwe,Central,Hardware,103453.4,8,3,1,43.55,0
T00856,Thyolo,Southern,Grocery,8019.64,19,1,0,3.4,0
T00857,Mzuzu,Northern,Hardware,9243.04,10,6,0,39.55,0
T00858,Rumphi,Northern,Pharmacy,110502.94,23,25,7,637.1,1
T00859,Kasungu,Central,Airtime,100847.96,8,1,1,14.09,0
T00860,Karonga,Northern,Airtime,23314.57,16,1,2,7.15,0
T00861,Karonga,Northern,Grocery,19441.7,20,4,1,0.0,0
T00862,Dedza,Central,Airtime,12704.73,17,5,1,34.38,0
T00863,Rumphi,Northern,Grocery,14548.18,11,5,1,4.07,0
T00864,Blantyre,Southern,Restaurant,16309.7,20,4,0,0.0,0
T00865,Blantyre,Southern,Hardware,16608.67,6,5,4,4.62,0
T00866,Mzimba,Northern,Restaurant,12091.98,16,7,1,26.43,0
T00867,Dedza,Central,Fuel,20692.71,12,1,1,33.13,0
T00868,Lilongwe,Central,Fuel,6812.06,18,3,1,70.47,0
T00869,Rumphi,Northern,Grocery,9366.07,8,7,0,2.06,0
T00870,Karonga,Northern,Fuel,10769.98,6,5,1,45.22,0
T00871,Mzimba,Northern,Pharmacy,3999.5,10,4,0,0.0,0
T00872,Rumphi,Northern,Fuel,5423.05,21,3,1,36.2,0
T00873,Mzuzu,Northern,Grocery,56426.49,17,1,2,33.58,0
T00874,Kasungu,Central,Grocery,43744.26,13,2,0,32.81,0
T00875,Zomba,Southern,Grocery,17788.45,21,4,3,0.0,0
T00876,Karonga,Northern,Airtime,16069.13,21,1,0,23.51,0
T00877,Dedza,Central,Grocery,19081.67,20,2,1,0.0,0
T00878,Thyolo,Southern,Airtime,147700.9,23,33,5,1044.98,1
T00879,Lilongwe,Central,Fuel,10721.32,16,3,4,59.69,0
T00880,Blantyre,Southern,Fuel,11440.0,15,2,2,0.0,0
T00881,Rumphi,Northern,Pharmacy,53014.77,11,4,1,17.33,0
T00882,Blantyre,Southern,Restaurant,44139.81,21,2,2,12.8,0
T00883,Kasungu,Central,Airtime,8581.64,17,1,1,15.1,0
T00884,Mangochi,Southern,Hardware,8167.69,7,1,1,2.49,0
T00885,Blantyre,Southern,Grocery,60394.87,15,1,2,0.0,0
T00886,Salima,Central,Fuel,22734.89,21,4,0,28.41,0
T00887,Mangochi,Southern,Airtime,22114.6,16,2,1,0.0,0
T00888,Thyolo,Southern,Pharmacy,10003.59,10,2,2,9.9,0
T00889,Blantyre,Southern,Grocery,64075.98,10,3,0,2.83,0
T00890,Zomba,Southern,Restaurant,7741.4,16,2,3,12.79,0
T00891,Kasungu,Central,Restaurant,5059.12,9,3,2,9.55,0
T00892,Salima,Central,Grocery,18341.61,7,1,1,25.84,0
T00893,Kasungu,Central,Restaurant,9056.88,21,3,0,16.14,0
T00894,Zomba,Southern,Fuel,2841.03,17,4,1,12.67,0
T00895,Rumphi,Northern,Grocery,14427.31,16,3,0,5.52,0
T00896,Kasungu,Central,Restaurant,32650.11,19,4,3,29.67,0
T00897,Karonga,Northern,Pharmacy,21746.44,7,3,0,0.0,0
T00898,Zomba,Southern,Fuel,16361.11,10,7,1,0.0,0
T00899,Mangochi,Southern,Grocery,24322.37,20,3,0,14.72,0
T00900,Rumphi,Northern,Fuel,23825.97,10,2,3,41.86,0
T00901,Dedza,Central,Fuel,10643.47,8,2,1,11.12,0
T00902,Mzuzu,Northern,Fuel,95924.93,20,2,0,21.51,0
T00903,Blantyre,Southern,Airtime,44254.23,16,3,0,0.0,0
T00904,Mzuzu,Northern,Airtime,29123.82,17,2,0,22.5,0
T00905,Blantyre,Southern,Grocery,25808.21,15,3,4,0.0,0
T00906,Mangochi,Southern,Grocery,28559.64,19,5,2,0.05,0
T00907,Mzuzu,Northern,Airtime,19899.96,18,3,0,18.86,0
T00908,Dedza,Central,Airtime,4378.59,8,2,1,0.0,0
T00909,Mzuzu,Northern,Grocery,36164.5,11,1,4,33.75,0
T00910,Blantyre,Southern,Hardware,4124.46,16,3,2,0.0,0
T00911,Zomba,Southern,Pharmacy,21618.64,16,3,1,67.77,0
T00912,Dedza,Central,Grocery,11749.37,14,1,1,0.0,0
T00913,Kasungu,Central,Hardware,1005979.42,4,34,8,877.46,1
T00914,Thyolo,Southern,Fuel,12358.86,14,6,1,0.0,0
T00915,Kasungu,Central,Grocery,27529.9,19,1,0,0.0,0
T00916,Thyolo,Southern,Airtime,4580.94,8,1,3,22.83,0
T00917,Kasungu,Central,Airtime,11510.45,9,4,1,15.99,0
T00918,Thyolo,Southern,Fuel,8462.43,20,4,0,34.98,0
T00919,Rumphi,Northern,Grocery,15514.13,12,7,1,14.86,0
T00920,Mzimba,Northern,Airtime,6524.01,7,3,1,0.0,0
T00921,Thyolo,Southern,Fuel,44590.95,8,4,2,4.42,0
T00922,Lilongwe,Central,Grocery,22799.16,7,1,0,0.0,0
T00923,Mangochi,Southern,Restaurant,188097.6,23,25,5,410.93,1
T00924,Kasungu,Central,Fuel,3962.02,12,4,1,36.08,0
T00925,Zomba,Southern,Fuel,10329.47,17,3,2,0.0,0
T00926,Dedza,Central,Hardware,20796.66,15,3,1,16.98,0
T00927,Thyolo,Southern,Airtime,10220.41,20,3,0,0.0,0
T00928,Thyolo,Southern,Grocery,8170.18,11,1,0,9.03,0
T00929,Kasungu,Central,Airtime,7355.9,20,3,2,42.23,0
T00930,Dedza,Central,Grocery,12227.29,12,2,1,0.0,0
T00931,Dedza,Central,Restaurant,9757.99,21,2,3,46.36,0
T00932,Zomba,Southern,Fuel,29612.92,15,5,0,25.55,0
T00933,Kasungu,Central,Restaurant,17012.92,12,1,1,32.37,0
T00934,Karonga,Northern,Grocery,14712.08,12,4,0,7.96,0
T00935,Zomba,Southern,Grocery,3511.09,11,3,0,6.59,0
T00936,Thyolo,Southern,Grocery,17802.86,16,2,1,0.0,0
T00937,Kasungu,Central,Pharmacy,35700.46,20,1,1,0.0,0
T00938,Dedza,Central,Grocery,18463.7,8,4,2,0.0,0
T00939,Dedza,Central,Restaurant,4466.24,8,3,1,64.98,0
T00940,Mangochi,Southern,Grocery,14790.99,20,2,2,12.37,0
T00941,Blantyre,Southern,Hardware,25872.03,20,2,2,44.8,0
T00942,Kasungu,Central,Pharmacy,100901.36,6,4,2,25.69,0
T00943,Rumphi,Northern,Grocery,21243.69,9,2,1,26.05,0
T00944,Thyolo,Southern,Fuel,49195.54,18,4,0,1.82,0
T00945,Rumphi,Northern,Airtime,19860.77,18,5,0,0.0,0
T00946,Thyolo,Southern,Grocery,15979.77,15,3,0,21.16,0
T00947,Dedza,Central,Fuel,19624.89,18,2,0,0.0,0
T00948,Rumphi,Northern,Pharmacy,4580.88,16,3,2,40.09,0
T00949,Rumphi,Northern,Fuel,34178.6,13,2,3,46.46,0
T00950,Salima,Central,Grocery,5945.77,6,2,3,15.11,0
T00951,Thyolo,Southern,Hardware,25211.57,14,2,0,9.25,0
T00952,Dedza,Central,Grocery,49986.6,10,5,2,38.98,0
T00953,Kasungu,Central,Grocery,16934.37,16,5,1,35.45,0
T00954,Zomba,Southern,Grocery,11299.24,10,2,0,17.1,0
T00955,Mangochi,Southern,Grocery,4995.94,6,1,2,39.64,0
T00956,Mangochi,Southern,Grocery,7577.82,17,4,0,6.41,0
T00957,Mangochi,Southern,Grocery,15937.41,15,2,0,0.0,0
T00958,Mangochi,Southern,Fuel,318897.75,0,16,5,623.67,1
T00959,Mzuzu,Northern,Hardware,10051.86,12,4,2,35.86,0
T00960,Dedza,Central,Pharmacy,24007.23,12,1,2,7.97,0
T00961,Thyolo,Southern,Grocery,12288.06,12,2,2,22.05,0
T00962,Lilongwe,Central,Restaurant,18325.92,7,2,1,0.0,0
T00963,Mangochi,Southern,Grocery,32544.64,11,3,1,8.99,0
T00964,Lilongwe,Central,Restaurant,4938.2,11,3,2,32.89,0
T00965,Mzimba,Northern,Grocery,16038.52,16,5,0,34.87,0
T00966,Kasungu,Central,Airtime,401268.04,3,14,4,591.12,1
T00967,Salima,Central,Grocery,12815.1,9,1,0,1.51,0
T00968,Karonga,Northern,Fuel,1623.13,17,1,1,93.36,0
T00969,Dedza,Central,Pharmacy,14001.12,12,3,0,13.59,0
T00970,Lilongwe,Central,Hardware,12137.73,10,3,1,10.65,0
T00971,Salima,Central,Grocery,71191.71,13,1,0,42.25,0
T00972,Lilongwe,Central,Fuel,11843.33,13,3,0,12.81,0
T00973,Blantyre,Southern,Grocery,28845.47,18,1,1,27.54,0
T00974,Mangochi,Southern,Hardware,40290.84,20,4,2,0.0,0
T00975,Blantyre,Southern,Grocery,18330.87,10,3,1,15.38,0
T00976,Karonga,Northern,Grocery,26797.57,7,4,2,0.0,0
T00977,Rumphi,Northern,Grocery,11805.48,7,3,0,32.2,0
T00978,Mzuzu,Northern,Fuel,13176.52,8,2,2,23.26,0
T00979,Thyolo,Southern,Fuel,307217.02,23,36,6,719.68,1
T00980,Karonga,Northern,Hardware,3059.32,20,3,3,0.0,0
T00981,Blantyre,Southern,Hardware,34814.34,20,2,4,49.41,0
T00982,Salima,Central,Airtime,13015.11,6,1,0,50.09,0
T00983,Salima,Central,Airtime,21546.42,7,3,1,35.99,0
T00984,Mangochi,Southern,Hardware,14798.52,10,2,0,39.67,0
T00985,Rumphi,Northern,Airtime,16927.98,16,4,0,18.09,0
T00986,Mangochi,Southern,Grocery,15608.59,11,1,1,19.5,0
T00987,Mangochi,Southern,Fuel,41759.95,19,3,3,31.83,0
T00988,Mangochi,Southern,Airtime,34843.3,13,3,2,35.29,0
T00989,Dedza,Central,Hardware,15037.97,19,1,1,20.87,0
T00990,Thyolo,Southern,Airtime,3370.61,12,1,0,13.85,0
T00991,Kasungu,Central,Fuel,17123.07,8,4,1,0.0,0
T00992,Lilongwe,Central,Pharmacy,29922.03,14,3,0,42.34,0
T00993,Karonga,Northern,Grocery,28294.54,6,2,1,25.68,0
T00994,Thyolo,Southern,Pharmacy,24507.96,19,3,0,24.86,0
T00995,Salima,Central,Grocery,48078.85,17,1,1,31.77,0
T00996,Lilongwe,Central,Hardware,4188.94,6,7,2,0.0,0
T00997,Rumphi,Northern,Restaurant,7462.06,20,6,1,9.72,0
T00998,Rumphi,Northern,Fuel,36406.73,16,2,0,14.57,0
T00999,Mangochi,Southern,Grocery,17565.04,21,3,2,0.0,0
T01000,Rumphi,Northern,Restaurant,43067.17,19,4,1,12.41,0
T01001,Dedza,Central,Grocery,84201.58,12,2,3,15.54,0
T01002,Blantyre,Southern,Airtime,27307.41,7,3,3,42.74,0
T01003,Karonga,Northern,Grocery,21933.66,9,3,0,0.0,0
T01004,Rumphi,Northern,Grocery,38148.79,6,3,0,16.59,0
T01005,Mzimba,Northern,Restaurant,36472.92,10,3,0,6.67,0
T01006,Karonga,Northern,Airtime,7122.98,14,4,3,15.53,0
T01007,Mzuzu,Northern,Pharmacy,46373.74,18,2,0,22.64,0
T01008,Mangochi,Southern,Grocery,9925.07,14,4,2,0.0,0
T01009,Lilongwe,Central,Pharmacy,15125.06,21,1,1,26.04,0
T01010,Mangochi,Southern,Grocery,14857.17,13,3,2,12.22,0
T01011,Blantyre,Southern,Hardware,17781.39,11,1,2,49.35,0
T01012,Rumphi,Northern,Restaurant,25423.0,19,6,1,4.68,0
T01013,Kasungu,Central,Grocery,197194.35,16,3,2,0.0,0
T01014,Dedza,Central,Grocery,5453.69,15,3,0,13.63,0
T01015,Kasungu,Central,Grocery,74534.52,18,1,4,0.0,0
T01016,Blantyre,Southern,Grocery,3430.77,18,2,2,32.1,0
T01017,Thyolo,Southern,Restaurant,11153.76,14,3,2,15.29,0
T01018,Karonga,Northern,Pharmacy,37708.53,16,1,0,7.53,0
T01019,Blantyre,Southern,Grocery,19851.62,13,5,3,28.64,0
T01020,Zomba,Southern,Airtime,13438.1,10,1,1,64.31,0
T01021,Blantyre,Southern,Grocery,12192.69,18,2,0,60.2,0
T01022,Zomba,Southern,Airtime,21896.89,19,1,0,30.72,0
T01023,Thyolo,Southern,Fuel,32081.46,17,4,1,0.0,0
T01024,Lilongwe,Central,Pharmacy,78754.75,4,29,3,895.54,1
T01025,Zomba,Southern,Grocery,20841.54,10,1,1,35.32,0
T01026,Kasungu,Central,Grocery,31417.05,19,1,1,0.0,0
T01027,Mangochi,Southern,Hardware,7182.15,19,3,0,2.19,0
T01028,Salima,Central,Grocery,65718.52,11,4,0,60.61,0
T01029,Mzuzu,Northern,Grocery,16023.81,12,1,2,10.29,0
T01030,Salima,Central,Grocery,20080.81,14,1,2,5.02,0
T01031,Kasungu,Central,Fuel,41898.47,14,2,1,20.05,0
T01032,Mzuzu,Northern,Grocery,6845.21,21,7,0,0.0,0
T01033,Dedza,Central,Airtime,10631.73,20,1,0,3.66,0
T01034,Mangochi,Southern,Grocery,13353.93,9,1,1,61.58,0
T01035,Karonga,Northern,Pharmacy,7924.9,11,4,0,0.0,0
T01036,Lilongwe,Central,Fuel,23205.66,7,7,0,43.27,0
T01037,Lilongwe,Central,Grocery,56068.93,20,5,1,40.02,0
T01038,Blantyre,Southern,Airtime,16460.43,17,3,2,26.28,0
T01039,Mzimba,Northern,Fuel,10527.82,14,3,1,17.92,0
T01040,Dedza,Central,Grocery,18705.71,8,3,1,0.0,0
T01041,Rumphi,Northern,Hardware,44227.99,10,4,1,22.23,0
T01042,Blantyre,Southern,Fuel,9403.76,15,2,0,0.0,0
T01043,Rumphi,Northern,Grocery,21476.37,12,2,1,16.51,0
T01044,Kasungu,Central,Airtime,19212.22,14,3,1,69.19,0
T01045,Salima,Central,Fuel,29913.7,15,2,2,0.0,0
T01046,Thyolo,Southern,Restaurant,30215.0,12,5,2,29.15,0
T01047,Mangochi,Southern,Grocery,12107.35,13,2,1,4.35,0
T01048,Rumphi,Northern,Grocery,11673.63,11,5,1,10.63,0
T01049,Zomba,Southern,Grocery,16457.93,11,2,2,9.64,0
T01050,Salima,Central,Grocery,85612.82,17,4,2,0.0,0
T01051,Zomba,Southern,Grocery,15303.53,7,4,0,28.56,0
T01052,Dedza,Central,Grocery,20149.93,11,2,0,50.23,0
T01053,Salima,Central,Fuel,14834.52,11,4,0,37.89,0
T01054,Karonga,Northern,Pharmacy,19794.47,12,1,3,9.0,0
T01055,Zomba,Southern,Restaurant,20087.31,18,1,1,0.0,0
T01056,Mangochi,Southern,Fuel,37718.49,14,3,0,14.58,0
T01057,Mzuzu,Northern,Restaurant,1433009.69,1,18,3,885.43,1
T01058,Rumphi,Northern,Grocery,18666.78,16,3,2,42.92,0
T01059,Lilongwe,Central,Restaurant,12702.04,21,2,0,0.0,0
T01060,Thyolo,Southern,Airtime,14297.06,14,4,0,0.0,0
T01061,Mzimba,Northern,Grocery,20538.39,12,3,3,29.83,0
T01062,Karonga,Northern,Grocery,46679.12,12,7,0,0.0,0
T01063,Mzuzu,Northern,Fuel,10681.09,11,2,0,0.0,0
T01064,Lilongwe,Central,Airtime,9047.73,6,4,0,0.0,0
T01065,Mzimba,Northern,Pharmacy,17930.69,18,2,1,34.38,0
T01066,Kasungu,Central,Restaurant,10826.29,19,2,2,66.34,0
T01067,Mangochi,Southern,Restaurant,18257.46,21,1,2,29.89,0
T01068,Mangochi,Southern,Pharmacy,254344.81,23,32,6,666.41,1
T01069,Salima,Central,Hardware,33524.63,7,1,0,10.84,0
T01070,Rumphi,Northern,Airtime,47995.63,19,4,0,15.26,0
T01071,Karonga,Northern,Fuel,30329.93,9,2,0,0.0,0
T01072,Kasungu,Central,Airtime,702326.88,1,35,4,1240.98,1
T01073,Kasungu,Central,Grocery,29573.2,12,2,1,0.0,0
T01074,Mzuzu,Northern,Pharmacy,2311.08,11,5,2,26.38,0
T01075,Mzuzu,Northern,Grocery,4544.02,21,4,1,30.75,0
T01076,Zomba,Southern,Fuel,4369.99,6,6,1,20.84,0
T01077,Kasungu,Central,Hardware,27457.55,10,2,0,0.0,0
T01078,Rumphi,Northern,Grocery,32372.77,7,4,1,33.45,0
T01079,Blantyre,Southern,Airtime,67551.82,15,5,0,17.11,0
T01080,Lilongwe,Central,Grocery,13232.06,7,2,1,29.48,0
T01081,Dedza,Central,Grocery,6677.98,7,5,1,7.6,0
T01082,Salima,Central,Airtime,10208.35,15,5,1,22.75,0
T01083,Mangochi,Southern,Airtime,1841.45,12,3,2,0.0,0
T01084,Karonga,Northern,Pharmacy,7069.06,9,1,0,8.26,0
T01085,Kasungu,Central,Pharmacy,36948.1,9,4,1,72.61,0
T01086,Zomba,Southern,Pharmacy,10744.38,10,2,0,0.0,0
T01087,Thyolo,Southern,Fuel,8924.25,7,3,1,0.0,0
T01088,Blantyre,Southern,Grocery,21656.32,19,2,2,29.39,0
T01089,Mzuzu,Northern,Airtime,32233.32,9,3,0,19.29,0
T01090,Mzimba,Northern,Grocery,19337.52,9,2,1,38.03,0
T01091,Salima,Central,Pharmacy,10285.02,14,5,2,8.63,0
T01092,Thyolo,Southern,Grocery,14517.53,9,2,2,42.65,0
T01093,Dedza,Central,Restaurant,35736.33,7,2,2,12.48,0
T01094,Zomba,Southern,Airtime,6026.28,11,3,2,0.0,0
T01095,Lilongwe,Central,Grocery,34308.47,18,3,2,0.0,0
T01096,Thyolo,Southern,Pharmacy,8307.35,20,2,1,31.32,0
T01097,Rumphi,Northern,Hardware,19067.21,6,3,1,0.46,0
T01098,Salima,Central,Airtime,26152.86,10,2,1,0.0,0
T01099,Karonga,Northern,Hardware,45575.16,16,4,1,3.52,0
T01100,Rumphi,Northern,Pharmacy,16020.71,13,1,2,46.74,0
T01101,Zomba,Southern,Fuel,29946.14,16,4,0,30.48,0
T01102,Mzimba,Northern,Grocery,6761.42,16,1,2,0.0,0
T01103,Rumphi,Northern,Grocery,4460.41,20,3,2,25.58,0
T01104,Blantyre,Southern,Airtime,4068.01,15,1,2,7.14,0
T01105,Thyolo,Southern,Fuel,16771.39,18,4,1,30.92,0
T01106,Rumphi,Northern,Grocery,20721.84,9,2,0,0.0,0
T01107,Mzuzu,Northern,Restaurant,17629.6,17,1,1,10.78,0
T01108,Rumphi,Northern,Grocery,23091.09,17,1,1,37.55,0
T01109,Mangochi,Southern,Grocery,14283.15,6,5,1,62.82,0
T01110,Rumphi,Northern,Grocery,30237.21,18,4,1,22.87,0
T01111,Blantyre,Southern,Restaurant,25449.46,6,7,0,36.33,0
T01112,Blantyre,Southern,Airtime,46820.58,21,2,3,32.35,0
T01113,Rumphi,Northern,Grocery,258976.98,3,18,6,589.44,1
T01114,Thyolo,Southern,Hardware,27373.13,18,2,1,50.74,0
T01115,Mzimba,Northern,Fuel,18915.58,15,2,0,0.0,0
T01116,Zomba,Southern,Hardware,98971.14,10,1,0,7.35,0
T01117,Mzuzu,Northern,Grocery,20539.67,14,3,2,6.34,0
T01118,Salima,Central,Grocery,151422.44,0,36,5,737.3,1
T01119,Karonga,Northern,Grocery,5233.78,7,3,1,42.2,0
T01120,Rumphi,Northern,Fuel,15201.21,12,4,0,0.0,0
T01121,Mzimba,Northern,Grocery,1813883.73,1,25,3,545.81,1
T01122,Mangochi,Southern,Airtime,36550.42,12,1,1,11.11,0
T01123,Dedza,Central,Grocery,26992.1,21,3,2,11.38,0
T01124,Blantyre,Southern,Grocery,9411.62,9,2,0,0.0,0
T01125,Rumphi,Northern,Grocery,25045.96,18,4,2,73.23,0
T01126,Salima,Central,Grocery,13623.79,9,3,1,23.5,0
T01127,Blantyre,Southern,Grocery,12705.14,19,1,1,0.0,0
T01128,Kasungu,Central,Fuel,19106.22,16,1,1,5.41,0
T01129,Mangochi,Southern,Hardware,16415.04,16,3,0,27.35,0
T01130,Blantyre,Southern,Grocery,19864.58,8,3,1,8.43,0
T01131,Dedza,Central,Fuel,4574.47,20,4,0,21.16,0
T01132,Dedza,Central,Airtime,23909.6,10,6,3,55.46,0
T01133,Mzimba,Northern,Grocery,8531.81,14,1,0,15.03,0
T01134,Thyolo,Southern,Restaurant,108275.85,8,4,1,22.59,0
T01135,Dedza,Central,Fuel,85350.57,20,1,1,0.0,0
T01136,Salima,Central,Grocery,14208.23,19,3,0,26.47,0
T01137,Karonga,Northern,Grocery,6935.33,16,2,2,26.0,0
T01138,Blantyre,Southern,Pharmacy,15945.78,7,4,1,11.0,0
T01139,Mzuzu,Northern,Pharmacy,11844.22,17,2,0,60.03,0
T01140,Dedza,Central,Grocery,65675.68,6,6,0,0.0,0
T01141,Mangochi,Southern,Pharmacy,17755.53,8,3,3,44.06,0
T01142,Blantyre,Southern,Fuel,7496.81,13,5,0,16.72,0
T01143,Rumphi,Northern,Restaurant,271015.16,23,31,8,298.26,1
T01144,Lilongwe,Central,Grocery,16677.42,16,4,1,0.0,0
T01145,Kasungu,Central,Restaurant,5243.23,14,2,1,11.99,0
T01146,Mzimba,Northern,Pharmacy,28647.36,7,1,1,50.13,0
T01147,Lilongwe,Central,Grocery,12095.17,15,1,2,21.17,0
T01148,Blantyre,Southern,Fuel,45697.51,9,3,0,28.17,0
T01149,Blantyre,Southern,Fuel,22171.37,8,2,0,0.0,0
T01150,Thyolo,Southern,Airtime,5529.87,16,5,1,0.0,0
T01151,Kasungu,Central,Grocery,473316.0,0,22,3,690.12,1
T01152,Kasungu,Central,Grocery,21097.4,7,1,1,56.64,0
T01153,Mzimba,Northern,Fuel,3449.87,9,1,0,0.0,0
T01154,Rumphi,Northern,Restaurant,71032.21,16,7,0,39.69,0
T01155,Zomba,Southern,Pharmacy,194341.43,1,28,6,994.65,1
T01156,Rumphi,Northern,Grocery,34880.49,8,3,0,0.0,0
T01157,Mzuzu,Northern,Fuel,14784.35,14,4,1,25.71,0
T01158,Mzimba,Northern,Fuel,24770.28,12,5,0,32.61,0
T01159,Dedza,Central,Hardware,3792.07,17,2,0,51.12,0
T01160,Kasungu,Central,Grocery,114885.45,21,5,1,58.94,0
T01161,Blantyre,Southern,Fuel,22760.71,20,4,1,22.41,0
T01162,Blantyre,Southern,Grocery,63081.68,20,4,2,0.0,0
T01163,Rumphi,Northern,Airtime,26922.19,19,4,0,0.0,0
T01164,Mangochi,Southern,Restaurant,22796.97,18,1,1,56.77,0
T01165,Kasungu,Central,Hardware,71193.99,18,4,1,0.0,0
T01166,Mzimba,Northern,Pharmacy,37598.75,17,2,3,19.28,0
T01167,Blantyre,Southern,Grocery,6247.9,13,5,0,17.58,0
