basket_id,item_name
B01657,Onions
B01657,Cooking Oil
B01657,Water
B01657,Tea
B01657,Rice
B01657,Airtime2000
B01657,Toothpaste
B01658,Soft Drink
B01658,Chicken
B01658,Onions
B01658,Cooking Oil
B01658,Tomatoes
B01658,Water
B01658,Toothpaste
B01658,Sugar
B01658,Airtime1000
B01658,Milk
B01659,Onions
B01659,Cooking Oil
B01659,Tomatoes
B01659,Bread
B01659,Rice
B01659,Tea
B01659,Milk
B01660,Beans
B01660,Tea
B01660,Bread
B01660,Airtime2000
B01660,Toothpaste
B01661,Onions
B01661,Potatoes
B01661,Tomatoes
B01661,Beans
B01661,Bread
B01661,Rice
B01661,Likuni Phala
B01661,Biscuits
B01661,Milk
B01662,Beans
B01662,Potatoes
B01662,Sugar
B01662,Tea
B01663,Onions
B01663,Cooking Oil
B01663,Tomatoes
B01663,Tea
B01663,Airtime2000
B01663,Soap
B01663,Airtime1000
B01664,Cooking Oil
B01664,Eggs
B01664,Water
B01664,Bread
B01664,Rice
B01664,Likuni Phala
B01664,Toothpaste
B01664,Sugar
B01664,Biscuits
B01665,Beans
B01665,Cooking Oil
B01665,Potatoes
B01665,Onions
B01666,Chicken
B01666,Potatoes
B01666,Rice
B01666,Likuni Phala
B01666,Milk
B01667,Onions
B01667,Chicken
B01667,Cooking Oil
B01667,Potatoes
B01667,Water
B01667,Beans
B01667,Bread
B01667,Rice
B01667,Biscuits
B01667,Airtime1000
B01668,Potatoes
B01668,Eggs
B01668,Airtime2000
B01668,Onions
B01669,Onions
B01669,Water
B01669,Airtime2000
B01669,Toothpaste
B01669,Biscuits
B01669,Milk
B01670,Soft Drink
B01670,Onions
B01670,Tomatoes
B01670,Beans
B01670,Soap
B01671,Soft Drink
B01671,Onions
B01671,Potatoes
B01671,Beans
B01671,Soap
B01672,Cooking Oil
B01672,Potatoes
B01672,Tomatoes
B01672,Water
B01672,Tea
B01672,Rice
B01672,Biscuits
B01673,Beans
B01673,Onions
B01674,Sugar
B01674,Chicken
B01674,Milk
B01675,Water
B01675,Soap
B01675,Toothpaste
B01676,Cooking Oil
B01676,Potatoes
B01676,Rice
B01676,Soap
B01676,Biscuits
B01676,Milk
B01677,Chicken
B01677,Cooking Oil
B01677,Potatoes
B01677,Water
B01677,Bread
B01677,Soap
B01678,Onions
B01678,Chicken
B01678,Water
B01678,Bread
B01678,Tea
B01678,Soap
B01678,Milk
B01679,Chicken
B01679,Eggs
B01679,Beans
B01679,Airtime2000
B01679,Likuni Phala
B01679,Toothpaste
B01680,Soap
B01680,Chicken
B01680,Toothpaste
B01681,Sugar
B01681,Bread
B01681,Potatoes
B01681,Soap
B01682,Soft Drink
B01682,Onions
B01682,Potatoes
B01682,Water
B01682,Bread
B01682,Tea
B01682,Toothpaste
B01682,Airtime1000
B01682,Milk
B01683,Rice
B01683,Soap
B01683,Eggs
B01684,Tomatoes
B01684,Beans
B01684,Bread
B01684,Rice
B01684,Biscuits
B01684,Milk
B01685,Water
B01685,Eggs
B01685,Sugar
B01686,Water
B01686,Biscuits
B01686,Beans
B01686,Chicken
B01687,Onions
B01687,Chicken
B01687,Eggs
B01687,Airtime2000
B01687,Likuni Phala
B01687,Airtime1000
B01688,Water
B01688,Potatoes
B01688,Tomatoes
B01688,Onions
B01689,Potatoes
B01689,Beans
B01689,Likuni Phala
B01689,Toothpaste
B01689,Soap
B01689,Airtime1000
B01689,Milk
B01690,Tea
B01690,Onions
B01690,Toothpaste
B01691,Onions
B01691,Biscuits
B01691,Water
B01691,Bread
B01691,Tea
B01691,Soap
B01691,Airtime1000
B01692,Soft Drink
B01692,Chicken
B01692,Onions
B01692,Cooking Oil
B01692,Bread
B01692,Airtime2000
B01692,Sugar
B01692,Airtime1000
B01693,Onions
B01693,Eggs
B01693,Water
B01693,Beans
B01693,Bread
B01693,Airtime2000
B01693,Likuni Phala
B01693,Sugar
B01693,Soap
B01694,Sugar
B01694,Potatoes
B01694,Likuni Phala
B01695,Onions
B01695,Cooking Oil
B01695,Tomatoes
B01695,Tea
B01695,Airtime2000
B01695,Biscuits
B01696,Onions
B01696,Tomatoes
B01696,Beans
B01696,Biscuits
B01696,Airtime1000
B01697,Soft Drink
B01697,Onions
B01697,Chicken
B01697,Potatoes
B01697,Eggs
B01697,Water
B01697,Airtime2000
B01697,Toothpaste
B01697,Sugar
B01697,Soap
B01698,Soap
B01698,Tea
B01698,Cooking Oil
B01699,Bread
B01699,Rice
B01699,Toothpaste
B01699,Soap
B01699,Milk
B01700,Chicken
B01700,Onions
B01700,Cooking Oil
B01700,Tomatoes
B01700,Beans
B01700,Bread
B01700,Sugar
B01700,Biscuits
B01700,Milk
B01701,Onions
B01701,Potatoes
B01701,Tomatoes
B01701,Bread
B01701,Soap
B01701,Airtime1000
B01701,Milk
B01702,Eggs
B01702,Tea
B01702,Toothpaste
B01702,Sugar
B01702,Soap
B01702,Milk
B01703,Onions
B01703,Tomatoes
B01703,Beans
B01703,Airtime2000
B01703,Likuni Phala
B01703,Toothpaste
B01703,Milk
B01704,Tea
B01704,Airtime2000
B01704,Onions
B01704,Chicken
B01705,Sugar
B01705,Milk
B01705,Water
B01705,Toothpaste
B01706,Toothpaste
B01706,Airtime2000
B01706,Milk
B01707,Soft Drink
B01707,Cooking Oil
B01707,Rice
B01707,Tomatoes
B01708,Eggs
B01708,Tomatoes
B01708,Beans
B01708,Soap
B01708,Biscuits
B01709,Beans
B01709,Bread
B01709,Airtime2000
B01709,Likuni Phala
B01709,Milk
B01710,Soft Drink
B01710,Chicken
B01710,Cooking Oil
B01710,Potatoes
B01710,Tea
B01710,Rice
B01711,Soft Drink
B01711,Chicken
B01711,Onions
B01711,Cooking Oil
B01711,Potatoes
B01711,Tomatoes
B01711,Beans
B01711,Toothpaste
B01711,Soap
B01712,Tea
B01712,Bread
B01712,Airtime2000
B01712,Likuni Phala
B01712,Toothpaste
B01712,Soap
B01712,Milk
B01713,Onions
B01713,Bread
B01713,Toothpaste
B01713,Soap
B01713,Milk
B01714,Sugar
B01714,Airtime1000
B01714,Soft Drink
B01715,Soft Drink
B01715,Onions
B01715,Eggs
B01715,Likuni Phala
B01715,Biscuits
B01716,Soft Drink
B01716,Onions
B01716,Cooking Oil
B01716,Tomatoes
B01716,Toothpaste
B01716,Soap
B01716,Milk
B01717,Biscuits
B01717,Likuni Phala
B01717,Soap
B01717,Toothpaste
B01718,Cooking Oil
B01718,Tomatoes
B01718,Onions
B01719,Onions
B01719,Airtime2000
B01719,Likuni Phala
B01719,Sugar
B01719,Milk
B01720,Soft Drink
B01720,Cooking Oil
B01720,Eggs
B01720,Beans
B01720,Soap
B01721,Chicken
B01721,Tea
B01721,Likuni Phala
B01721,Toothpaste
B01721,Soap
B01721,Milk
B01722,Onions
B01722,Chicken
B01722,Cooking Oil
B01722,Potatoes
B01722,Eggs
B01722,Likuni Phala
B01722,Airtime1000
B01723,Soft Drink
B01723,Cooking Oil
B01723,Beans
B01723,Bread
B01723,Rice
B01723,Likuni Phala
B01723,Toothpaste
B01723,Airtime1000
B01723,Milk
B01724,Soft Drink
B01724,Rice
B01724,Sugar
B01724,Biscuits
B01724,Milk
B01725,Potatoes
B01726,Tea
B01726,Tomatoes
B01726,Onions
B01726,Toothpaste
B01727,Sugar
B01727,Cooking Oil
B01727,Airtime2000
B01727,Toothpaste
B01728,Potatoes
B01728,Eggs
B01728,Beans
B01728,Bread
B01728,Toothpaste
B01728,Biscuits
B01728,Milk
B01729,Soft Drink
B01729,Onions
B01729,Cooking Oil
B01729,Tomatoes
B01729,Water
B01729,Toothpaste
B01729,Biscuits
B01730,Soft Drink
B01730,Potatoes
B01730,Tea
B01730,Airtime2000
B01730,Toothpaste
B01730,Airtime1000
B01731,Soft Drink
B01731,Water
B01731,Likuni Phala
B01731,Sugar
B01731,Biscuits
B01732,Sugar
B01732,Bread
B01732,Milk
B01733,Soft Drink
B01733,Beans
B01733,Likuni Phala
B01733,Toothpaste
B01733,Soap
B01734,Tomatoes
B01734,Bread
B01734,Likuni Phala
B01734,Soap
B01734,Milk
B01735,Onions
B01735,Cooking Oil
B01735,Beans
B01735,Toothpaste
B01735,Sugar
B01736,Soap
B01736,Rice
B01736,Cooking Oil
B01736,Chicken
B01737,Chicken
B01737,Eggs
B01737,Bread
B01737,Toothpaste
B01737,Sugar
B01737,Milk
B01738,Onions
B01738,Chicken
B01738,Airtime2000
B01738,Likuni Phala
B01738,Biscuits
B01739,Onions
B01739,Eggs
B01739,Tea
B01739,Airtime2000
B01739,Biscuits
B01740,Water
B01740,Cooking Oil
B01740,Soap
B01741,Biscuits
B01741,Cooking Oil
B01741,Potatoes
B01741,Tea
B01741,Toothpaste
B01741,Soap
B01741,Airtime1000
B01741,Milk
B01742,Soft Drink
B01742,Chicken
B01742,Potatoes
B01742,Eggs
B01742,Tea
B01742,Airtime2000
B01742,Likuni Phala
B01742,Toothpaste
B01743,Beans
B01743,Airtime1000
B01744,Soft Drink
B01744,Onions
B01744,Water
B01744,Likuni Phala
B01744,Airtime1000
B01745,Tomatoes
B01745,Likuni Phala
B01746,Chicken
B01746,Cooking Oil
B01746,Beans
B01746,Rice
B01746,Airtime2000
B01746,Toothpaste
B01746,Sugar
B01746,Biscuits
B01746,Airtime1000
B01746,Milk
B01747,Onions
B01747,Tomatoes
B01747,Rice
B01747,Airtime2000
B01747,Sugar
B01747,Milk
B01748,Biscuits
B01748,Onions
B01748,Milk
B01749,Beans
B01749,Cooking Oil
B01749,Potatoes
B01749,Toothpaste
B01750,Bread
B01750,Tea
B01750,Tomatoes
B01750,Milk
B01751,Soft Drink
B01751,Chicken
B01751,Onions
B01751,Cooking Oil
B01751,Eggs
B01751,Beans
B01751,Milk
B01752,Soft Drink
B01752,Eggs
B01752,Beans
B01752,Bread
B01752,Toothpaste
B01752,Biscuits
B01752,Airtime1000
B01752,Milk
B01753,Onions
B01753,Tomatoes
B01753,Tea
B01753,Likuni Phala
B01753,Milk
B01754,Onions
B01754,Potatoes
B01754,Tomatoes
B01754,Eggs
B01754,Likuni Phala
B01754,Airtime1000
B01754,Milk
B01755,Beans
B01755,Bread
B01755,Eggs
B01755,Sugar
B01756,Airtime1000
B01756,Chicken
B01757,Cooking Oil
B01757,Airtime1000
B01757,Onions
B01758,Soft Drink
B01758,Toothpaste
B01759,Beans
B01759,Cooking Oil
B01759,Tomatoes
B01759,Chicken
B01760,Soft Drink
B01760,Soap
B01760,Tea
B01760,Eggs
B01761,Soft Drink
B01761,Tea
B01761,Airtime2000
B01761,Chicken
B01762,Water
B01762,Potatoes
B01762,Eggs
B01762,Tomatoes
B01763,Soft Drink
B01763,Eggs
B01763,Bread
B01763,Tea
B01763,Rice
B01763,Toothpaste
B01763,Soap
B01763,Airtime1000
B01764,Water
B01764,Airtime2000
B01764,Likuni Phala
B01764,Biscuits
B01764,Milk
B01765,Water
B01765,Sugar
B01766,Biscuits
B01766,Tomatoes
B01766,Airtime2000
B01766,Onions
B01767,Soft Drink
B01767,Eggs
B01767,Tea
B01767,Rice
B01767,Airtime2000
B01767,Toothpaste
B01767,Milk
B01768,Onions
B01768,Eggs
B01768,Toothpaste
B01768,Soap
B01768,Airtime1000
B01769,Cooking Oil
B01769,Likuni Phala
B01770,Soft Drink
B01770,Onions
B01770,Chicken
B01770,Rice
B01770,Likuni Phala
B01770,Sugar
B01770,Soap
B01770,Milk
B01771,Soft Drink
B01771,Chicken
B01771,Cooking Oil
B01771,Water
B01771,Tea
B01771,Toothpaste
B01771,Soap
B01772,Water
B01772,Bread
B01772,Likuni Phala
B01773,Beans
B01773,Water
B01773,Tea
B01773,Likuni Phala
B01773,Soap
B01774,Cooking Oil
B01774,Tomatoes
B01774,Likuni Phala
B01774,Toothpaste
B01774,Soap
B01775,Onions
B01775,Cooking Oil
B01775,Water
B01775,Rice
B01775,Toothpaste
B01775,Soap
B01776,Water
B01776,Biscuits
B01776,Rice
B01776,Likuni Phala
B01777,Soft Drink
B01777,Potatoes
B01777,Rice
B01777,Likuni Phala
B01778,Potatoes
B01778,Beans
B01778,Bread
B01778,Toothpaste
B01778,Sugar
B01778,Biscuits
B01778,Airtime1000
B01778,Milk
B01779,Potatoes
B01779,Likuni Phala
B01780,Tea
B01780,Bread
B01780,Airtime2000
B01780,Likuni Phala
B01780,Toothpaste
B01780,Sugar
B01780,Soap
B01781,Cooking Oil
B01781,Water
B01781,Bread
B01781,Tea
B01781,Toothpaste
B01781,Sugar
B01781,Soap
B01781,Milk
B01782,Chicken
B01782,Potatoes
B01782,Eggs
B01782,Toothpaste
B01782,Airtime1000
B01782,Milk
B01783,Soft Drink
B01783,Chicken
B01783,Cooking Oil
B01783,Rice
B01783,Likuni Phala
B01783,Airtime1000
B01783,Milk
B01784,Potatoes
B01784,Tea
B01784,Toothpaste
B01784,Soap
B01784,Milk
B01785,Tea
B01785,Airtime1000
B01786,Onions
B01786,Potatoes
B01786,Beans
B01786,Bread
B01786,Tea
B01786,Rice
B01786,Likuni Phala
B01786,Biscuits
B01786,Milk
B01787,Beans
B01787,Potatoes
B01787,Sugar
B01787,Milk
B01788,Chicken
B01788,Potatoes
B01788,Water
B01788,Bread
B01788,Airtime2000
B01788,Sugar
B01788,Airtime1000
B01789,Tea
B01789,Rice
B01789,Airtime2000
B01790,Chicken
B01790,Onions
B01790,Likuni Phala
B01790,Toothpaste
B01790,Soap
B01791,Water
B01791,Biscuits
B01791,Airtime1000
B01791,Milk
B01792,Eggs
B01792,Water
B01792,Beans
B01792,Likuni Phala
B01792,Toothpaste
B01792,Soap
B01792,Milk
B01793,Soft Drink
B01793,Eggs
B01793,Bread
B01793,Likuni Phala
B01793,Soap
B01793,Milk
B01794,Onions
B01794,Eggs
B01794,Soap
B01794,Tea
B01794,Toothpaste
B01794,Sugar
B01794,Biscuits
B01794,Airtime1000
B01795,Chicken
B01795,Onions
B01795,Cooking Oil
B01795,Potatoes
B01795,Tomatoes
B01795,Beans
B01795,Rice
B01795,Airtime1000
B01796,Biscuits
B01796,Tea
B01797,Potatoes
B01797,Eggs
B01797,Beans
B01797,Tea
B01797,Airtime1000
B01797,Milk
B01798,Soft Drink
B01798,Onions
B01798,Potatoes
B01798,Water
B01798,Tea
B01798,Likuni Phala
B01799,Potatoes
B01799,Likuni Phala
B01799,Toothpaste
B01800,Water
B01800,Soft Drink
B01800,Chicken
B01801,Beans
B01801,Soap
B01801,Sugar
B01801,Toothpaste
B01802,Cooking Oil
B01802,Eggs
B01802,Bread
B01802,Soap
B01802,Biscuits
B01802,Milk
B01803,Soft Drink
B01803,Cooking Oil
B01803,Biscuits
B01803,Airtime1000
B01804,Soft Drink
B01804,Cooking Oil
B01804,Beans
B01804,Toothpaste
B01804,Milk
B01805,Chicken
B01805,Onions
B01805,Eggs
B01805,Tea
B01805,Rice
B01805,Likuni Phala
B01805,Biscuits
B01805,Airtime1000
B01806,Soft Drink
B01806,Onions
B01806,Beans
B01806,Tea
B01806,Rice
B01807,Onions
B01807,Eggs
B01807,Tomatoes
B01807,Toothpaste
B01807,Soap
B01807,Biscuits
B01808,Onions
B01808,Tomatoes
B01808,Tea
B01808,Toothpaste
B01808,Soap
B01808,Airtime1000
B01809,Chicken
B01809,Beans
B01809,Bread
B01809,Airtime2000
B01809,Milk
B01810,Cooking Oil
B01810,Tomatoes
B01810,Onions
B01811,Soft Drink
B01811,Cooking Oil
B01811,Water
B01811,Rice
B01811,Airtime2000
B01811,Toothpaste
B01811,Sugar
B01811,Biscuits
B01812,Chicken
B01812,Eggs
B01812,Soap
B01812,Beans
B01812,Bread
B01812,Tea
B01812,Toothpaste
B01812,Sugar
B01812,Biscuits
B01812,Milk
B01813,Onions
B01813,Chicken
B01813,Cooking Oil
B01813,Beans
B01813,Bread
B01813,Rice
B01813,Sugar
B01814,Onions
B01814,Cooking Oil
B01814,Tomatoes
B01814,Toothpaste
B01814,Sugar
B01814,Biscuits
B01815,Potatoes
B01815,Bread
B01815,Onions
B01816,Soft Drink
B01816,Onions
B01816,Cooking Oil
B01816,Tomatoes
B01816,Rice
B01816,Soap
B01816,Airtime1000
B01816,Milk
B01817,Potatoes
B01817,Eggs
B01818,Beans
B01818,Tomatoes
B01818,Likuni Phala
B01818,Onions
B01819,Tea
B01819,Airtime1000
B01820,Soft Drink
B01820,Onions
B01820,Cooking Oil
B01820,Eggs
B01820,Bread
B01820,Toothpaste
B01820,Biscuits
B01820,Airtime1000
B01820,Milk
B01821,Biscuits
B01821,Bread
B01821,Tomatoes
B01821,Milk
B01822,Soft Drink
B01822,Bread
B01822,Rice
B01822,Likuni Phala
B01823,Eggs
B01823,Bread
B01823,Rice
B01823,Tea
B01823,Biscuits
B01824,Biscuits
B01825,Eggs
B01825,Tomatoes
B01825,Beans
B01825,Rice
B01825,Airtime2000
B01825,Likuni Phala
B01826,Cooking Oil
B01826,Potatoes
B01826,Airtime1000
B01827,Soft Drink
B01827,Onions
B01827,Cooking Oil
B01827,Tomatoes
B01827,Rice
B01827,Milk
B01828,Soft Drink
B01828,Cooking Oil
B01828,Airtime2000
B01828,Sugar
B01828,Biscuits
B01828,Milk
B01829,Onions
B01829,Cooking Oil
B01829,Tomatoes
B01829,Water
B01829,Beans
B01829,Tea
B01829,Biscuits
B01829,Airtime1000
B01830,Beans
B01830,Potatoes
B01830,Sugar
B01830,Milk
B01831,Tea
B01831,Airtime2000
B01831,Chicken
B01832,Onions
B01832,Cooking Oil
B01832,Potatoes
B01832,Water
B01832,Beans
B01832,Bread
B01832,Toothpaste
B01832,Sugar
B01832,Soap
B01832,Milk
B01833,Potatoes
B01833,Water
B01833,Soap
B01833,Airtime1000
B01833,Milk
B01834,Onions
B01834,Water
B01834,Bread
B01834,Airtime2000
B01834,Likuni Phala
B01834,Airtime1000
B01834,Milk
B01835,Onions
B01835,Cooking Oil
B01835,Tomatoes
B01835,Airtime1000
B01835,Milk
B01836,Onions
B01836,Cooking Oil
B01836,Water
B01836,Beans
B01836,Bread
B01836,Airtime2000
B01836,Sugar
B01836,Biscuits
B01837,Soft Drink
B01837,Tea
B01837,Toothpaste
B01837,Soap
B01837,Milk
B01838,Chicken
B01838,Cooking Oil
B01838,Water
B01838,Rice
B01838,Milk
B01839,Water
B01839,Sugar
B01840,Sugar
B01840,Biscuits
B01840,Eggs
B01840,Toothpaste
B01841,Water
B01841,Biscuits
B01842,Water
B01843,Soft Drink
B01843,Cooking Oil
B01843,Tomatoes
B01843,Beans
B01843,Airtime1000
B01843,Milk
B01844,Onions
B01844,Potatoes
B01844,Eggs
B01844,Tea
B01844,Rice
B01844,Airtime2000
B01844,Bread
B01845,Chicken
B01845,Cooking Oil
B01845,Eggs
B01845,Rice
B01845,Airtime1000
B01846,Soft Drink
B01846,Tea
B01846,Sugar
B01846,Milk
B01847,Water
B01847,Soft Drink
B01847,Chicken
B01848,Soft Drink
B01848,Airtime2000
B01848,Likuni Phala
B01848,Toothpaste
B01848,Soap
B01848,Airtime1000
B01849,Chicken
B01849,Potatoes
B01849,Bread
B01849,Tea
B01849,Airtime2000
B01849,Toothpaste
B01849,Biscuits
B01849,Airtime1000
B01849,Milk
B01850,Sugar
B01850,Bread
B01850,Eggs
B01850,Airtime1000
B01851,Biscuits
B01851,Potatoes
B01851,Chicken
B01851,Tea
B01852,Soft Drink
B01852,Onions
B01852,Cooking Oil
B01852,Tomatoes
B01852,Likuni Phala
B01852,Airtime1000
B01853,Bread
B01853,Airtime1000
B01853,Toothpaste
B01854,Onions
B01854,Cooking Oil
B01854,Tomatoes
B01854,Water
B01854,Bread
B01854,Toothpaste
B01854,Soap
B01854,Airtime1000
B01854,Milk
B01855,Beans
B01855,Rice
B01855,Airtime2000
B01855,Toothpaste
B01855,Soap
B01855,Biscuits
B01856,Soap
B01857,Soft Drink
B01857,Onions
B01857,Potatoes
B01857,Tomatoes
B01857,Toothpaste
B01857,Milk
B01858,Soft Drink
B01858,Onions
B01858,Cooking Oil
B01858,Tomatoes
B01858,Beans
B01858,Tea
B01858,Likuni Phala
B01858,Toothpaste
B01858,Soap
B01859,Soft Drink
B01859,Onions
B01859,Cooking Oil
B01859,Tomatoes
B01859,Tea
B01859,Airtime2000
B01859,Likuni Phala
B01859,Sugar
B01859,Biscuits
B01860,Soap
B01860,Rice
B01860,Cooking Oil
B01860,Toothpaste
B01861,Potatoes
B01861,Rice
B01861,Airtime2000
B01861,Tomatoes
B01862,Soft Drink
B01862,Potatoes
B01862,Eggs
B01862,Water
B01862,Airtime2000
B01862,Toothpaste
B01862,Sugar
B01863,Soap
B01863,Tea
B01863,Chicken
B01863,Milk
B01864,Chicken
B01864,Eggs
B01864,Beans
B01864,Water
B01864,Airtime2000
B01864,Likuni Phala
B01865,Beans
B01865,Airtime1000
B01866,Soft Drink
B01866,Onions
B01866,Cooking Oil
B01866,Tomatoes
B01866,Tea
B01866,Likuni Phala
B01866,Milk
B01867,Cooking Oil
B01867,Tea
B01867,Sugar
B01867,Biscuits
B01867,Airtime1000
B01868,Beans
B01868,Biscuits
B01868,Sugar
B01869,Potatoes
B01869,Tea
B01870,Biscuits
B01870,Bread
B01870,Rice
B01870,Cooking Oil
B01871,Chicken
B01871,Bread
B01871,Tea
B01871,Rice
B01871,Sugar
B01871,Soap
B01872,Chicken
B01872,Cooking Oil
B01872,Potatoes
B01872,Eggs
B01872,Bread
B01872,Tea
B01872,Airtime2000
B01872,Rice
B01872,Soap
B01873,Soft Drink
B01873,Onions
B01873,Bread
B01873,Toothpaste
B01873,Sugar
B01873,Biscuits
B01874,Cooking Oil
B01874,Potatoes
B01874,Soap
B01874,Rice
B01874,Airtime2000
B01874,Biscuits
B01875,Soft Drink
B01875,Onions
B01875,Cooking Oil
B01875,Eggs
B01875,Water
B01875,Tea
B01875,Bread
B01875,Sugar
B01875,Biscuits
B01875,Milk
B01876,Sugar
B01876,Milk
B01877,Bread
B01877,Tomatoes
B01877,Chicken
B01878,Biscuits
B01878,Potatoes
B01878,Tomatoes
B01879,Water
B01879,Airtime2000
B01879,Beans
B01879,Likuni Phala
B01880,Onions
B01880,Chicken
B01880,Cooking Oil
B01880,Tea
B01880,Rice
B01881,Soft Drink
B01881,Eggs
B01881,Tea
B01881,Airtime1000
B01881,Milk
B01882,Chicken
B01882,Onions
B01882,Potatoes
B01882,Tomatoes
B01882,Water
B01882,Beans
B01882,Tea
B01882,Likuni Phala
B01883,Chicken
B01883,Eggs
B01883,Tea
B01883,Sugar
B01883,Biscuits
B01883,Airtime1000
B01883,Milk
B01884,Sugar
B01884,Eggs
B01884,Rice
B01884,Chicken
B01885,Soap
B01885,Beans
B01885,Sugar
B01885,Biscuits
B01885,Airtime1000
B01885,Milk
B01886,Cooking Oil
B01886,Potatoes
B01886,Eggs
B01886,Bread
B01886,Tea
B01886,Toothpaste
B01886,Sugar
B01887,Chicken
B01887,Cooking Oil
B01887,Rice
B01887,Toothpaste
B01887,Soap
B01887,Airtime1000
B01888,Sugar
B01888,Eggs
B01888,Airtime1000
B01888,Chicken
B01889,Onions
B01889,Cooking Oil
B01889,Tomatoes
B01889,Rice
B01889,Airtime2000
B01890,Eggs
B01890,Water
B01890,Beans
B01890,Toothpaste
B01890,Airtime1000
B01891,Tea
B01891,Onions
B01891,Milk
B01892,Chicken
B01892,Water
B01892,Beans
B01892,Likuni Phala
B01892,Milk
B01893,Chicken
B01893,Cooking Oil
B01893,Potatoes
B01893,Soap
B01893,Water
B01893,Sugar
B01893,Biscuits
B01893,Airtime1000
B01894,Potatoes
B01894,Beans
B01894,Tea
B01894,Likuni Phala
B01894,Toothpaste
B01894,Airtime1000
B01895,Tomatoes
B01895,Airtime2000
B01895,Milk
B01896,Sugar
B01896,Cooking Oil
B01896,Airtime2000
B01897,Airtime2000
B01897,Likuni Phala
B01897,Chicken
B01898,Soft Drink
B01898,Tea
B01898,Airtime2000
B01898,Biscuits
B01898,Airtime1000
B01899,Cooking Oil
B01899,Soap
B01899,Chicken
B01900,Sugar
B01900,Biscuits
B01900,Airtime1000
B01900,Chicken
B01901,Cooking Oil
B01901,Potatoes
B01901,Onions
B01901,Toothpaste
B01902,Onions
B01902,Cooking Oil
B01902,Beans
B01902,Tea
B01902,Biscuits
B01903,Soft Drink
B01903,Tomatoes
B01903,Airtime1000
B01904,Chicken
B01904,Beans
B01904,Tea
B01904,Airtime2000
B01904,Sugar
B01905,Cooking Oil
B01905,Potatoes
B01905,Tomatoes
B01905,Water
B01905,Bread
B01905,Rice
B01905,Likuni Phala
B01905,Airtime1000
B01906,Soap
B01906,Biscuits
B01907,Chicken
B01907,Onions
B01907,Water
B01907,Airtime2000
B01907,Toothpaste
B01907,Milk
B01908,Soft Drink
B01908,Tea
B01908,Milk
B01909,Beans
B01909,Cooking Oil
B01909,Soap
B01909,Toothpaste
B01910,Soft Drink
B01910,Eggs
B01910,Onions
B01911,Sugar
B01911,Tomatoes
B01911,Airtime2000
B01911,Likuni Phala
B01912,Onions
B01912,Cooking Oil
B01912,Tomatoes
B01912,Tea
B01912,Biscuits
B01912,Airtime1000
B01913,Soft Drink
B01914,Chicken
B01914,Eggs
B01914,Tomatoes
B01914,Bread
B01914,Likuni Phala
B01914,Sugar
B01914,Airtime1000
B01915,Beans
B01915,Bread
B01915,Sugar
B01915,Airtime1000
B01915,Milk
B01916,Cooking Oil
B01916,Tomatoes
B01916,Bread
B01916,Rice
B01916,Biscuits
B01917,Beans
B01917,Sugar
B01917,Airtime2000
B01918,Soft Drink
B01918,Cooking Oil
B01918,Rice
B01918,Toothpaste
B01919,Soft Drink
B01919,Bread
B01919,Rice
B01919,Toothpaste
B01919,Soap
B01919,Airtime1000
B01920,Biscuits
B01920,Eggs
B01920,Milk
B01921,Water
B01921,Soap
B01921,Rice
B01921,Likuni Phala
B01922,Cooking Oil
B01922,Potatoes
B01922,Likuni Phala
B01922,Soap
B01922,Milk
B01923,Soft Drink
B01923,Chicken
B01923,Onions
B01923,Potatoes
B01923,Soap
B01923,Airtime2000
B01923,Likuni Phala
B01923,Sugar
B01923,Biscuits
B01923,Milk
B01924,Onions
B01924,Chicken
B01924,Potatoes
B01924,Eggs
B01924,Biscuits
B01924,Airtime1000
B01924,Milk
B01925,Potatoes
B01925,Eggs
B01925,Bread
B01925,Sugar
B01925,Biscuits
B01925,Milk
B01926,Chicken
B01926,Onions
B01926,Tomatoes
B01926,Beans
B01926,Bread
B01926,Rice
B01926,Likuni Phala
B01926,Sugar
B01926,Soap
B01926,Milk
B01927,Soft Drink
B01927,Chicken
B01927,Onions
B01927,Cooking Oil
B01927,Tomatoes
B01927,Beans
B01927,Bread
B01927,Rice
B01927,Sugar
B01927,Soap
B01927,Milk
B01928,Onions
B01928,Cooking Oil
B01928,Eggs
B01928,Water
B01928,Tea
B01929,Sugar
B01929,Rice
B01930,Soft Drink
B01930,Onions
B01930,Cooking Oil
B01930,Beans
B01930,Airtime2000
B01931,Onions
B01931,Cooking Oil
B01931,Potatoes
B01931,Tomatoes
B01931,Soap
B01931,Biscuits
B01932,Beans
B01932,Tea
B01932,Chicken
B01933,Soft Drink
B01933,Cooking Oil
B01933,Rice
B01933,Airtime2000
B01933,Airtime1000
B01934,Soft Drink
B01934,Chicken
B01934,Water
B01934,Beans
B01934,Tea
B01934,Rice
B01934,Toothpaste
B01934,Airtime1000
B01935,Soft Drink
B01935,Eggs
B01935,Beans
B01935,Tea
B01935,Airtime2000
B01936,Soft Drink
B01936,Onions
B01936,Water
B01936,Airtime2000
B01936,Likuni Phala
B01936,Toothpaste
B01936,Airtime1000
B01937,Beans
B01937,Water
B01937,Rice
B01937,Airtime2000
B01937,Toothpaste
B01937,Sugar
B01937,Biscuits
B01938,Chicken
B01938,Potatoes
B01938,Water
B01938,Bread
B01938,Tea
B01938,Airtime2000
B01938,Toothpaste
